Food Name,Food Group,Food Sub Group,Per Serving Household Measure,Opta Type,Opta Place,GA Type,FoodType,FoodTypeValue,"Carbohydrates
(g)","Fats
(g)","Protein
(g)","Dietary 
Fibre
(g)","Trans Fats
(mg)",Energy,"Sodium 
(mg)","Carbohydrates
(kcal)","Fats
(kcal)","Protein
(kcal)",Total Calories (kcal)
Dry chicken and mushroom noodles,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (397g),Main,,Meat,Noodles,12,50.42,14.69,26.6,6.75,0,440.67,1699.16,242.27,70.59,127.81,440.67
Dry chicken feet noodles,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (409g),Main,,Meat,Noodles,12,64.62,16.36,20.04,6.14,#N/A,486.71,1787.33,311.34,78.82,96.55,486.71
Dry minced pork and mushroom noodles,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (311g),Main,,Meat,Noodles,12,56.98,22.7,19.62,4.85,#N/A,510.66,1490.62,293.03,116.74,100.90,510.66
Duck noodles soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (539g),Main,,Meat,Duck,7,61.99,18.87,22.1,3.23,#N/A,506.66,1961.96,305.05,92.86,108.75,506.66
Duck porridge,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (573g),Main,,Meat,Duck,7,53.29,17.19,56.73,4.58,#N/A,595.92,1272.06,249.64,80.53,265.75,595.92
"Duck rice, with skin removed","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (350g),Main,,Meat,Duck,7,83.6,10.96,24.28,3.39,#N/A,530.02,325.55,372.85,48.88,108.29,530.02
Duck soup with kiam chye,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-rice (11and 1/2 cm) (487g),Side,,Meat,Duck,7,1.27,5.06,20.41,2.58,#N/A,132.46,1476.1,6.29,25.07,101.10,132.46
Duck with salted vegetable soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-soup (16 and 1/2 cm) (439.4g),Side,,Meat,Duck,7,0.79,8.7,23.73,0.4,#N/A,178.64,1842.84,4.25,46.78,127.61,178.64
"Duck, with ginger, chinese mushroom, lettuce, stewed","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-soup (16 and 1/2 cm) (208.53g),Side,,Meat,Duck,7,1.92,24.89,21.53,1.87,#N/A,317.77,517.68,12.62,163.62,141.53,317.77
Durian ice kacang,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-dessert (15 cm) (450g),Side,,SideDish,Dessert,24,49.95,5.4,5.85,14.85,#N/A,274.5,108,224.04,24.22,26.24,274.50
Economic fried bee hoon,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (199g),Main,,Meat,Noodles,12,45.77,4.98,5.57,3.58,#N/A,250.18,819.88,203.32,22.12,24.74,250.18
Economic fried kway teow,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-16cm (200g),Main,,Meat,Noodles,12,50.4,5.8,6.6,1.6,#N/A,278,1062,223.11,25.68,29.22,278.00
Ee mee noodles with tofu and mixed vegetables,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (500g),Main,,Meat,Noodles,12,41.5,25.5,18,3,#N/A,470,1140,229.47,141.00,99.53,470.00
"Egg McMuffin, McDonalds'",FAST FOODS,All fast food outlets in alphabetical order,Whole (137g),Breakfast,McDonalds,Meat,Egg,9,26,13,17.81,2,0.04,290.44,720.62,132.92,66.46,91.05,290.44
"Egg tart, KFC",FAST FOODS,All fast food outlets in alphabetical order,Whole (45g),Side,KFC,Meat,Egg,9,14.6,10.8,2.7,#N/A,0.23,166.05,32.4,86.28,63.82,15.95,166.05
Eggs benedict,EGG AND EGG PRODUCTS,Hen eggs,Plate-23cm (291g),Breakfast,,Meat,Egg,9,24.44,49.38,31.72,4.07,170,669.3,1015.59,154.99,313.15,201.16,669.30
Espresso,BEVERAGES,Non-alcoholic beverages,1 portion (30g),Drink,,Drinks,Hot Drinks,1,0,0.05,0.04,0,#N/A,0.6,4.2,0.00,0.33,0.27,0.60
"Filet-o-fish, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Whole (136g),Main,McDonalds,Meat,Fish,3,40,15,13.6,2,0.07,350.88,670.48,204.59,76.72,69.56,350.88
"Fillet Burger, KFC",FAST FOODS,All fast food outlets in alphabetical order,Whole (135g),Main,KFC,Meat,Fish,3,30.29,17.4,17.55,1.89,0,349.65,716.85,162.34,93.25,94.06,349.65
"Fish Zinger Burger, KFC",FAST FOODS,All fast food outlets in alphabetical order,Whole (198g),Main,KFC,Meat,Fish,3,41.38,30.29,28.51,1.98,#N/A,552.42,1199.88,228.18,167.03,157.21,552.42
"Fish and chicken dinner, Long John Silver's",FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (110g),Main,LongJohnSilver,Meat,Fish,3,17.49,13.2,8.58,0.88,#N/A,224.26,496.1,99.88,75.38,49.00,224.26
Fish and chips,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Fish and seafood based dishes,Plate-23cm (268g),Main,,Meat,Fish,3,76.92,47.44,28.68,4.56,#N/A,849.56,624.44,427.00,263.35,159.21,849.56
"Fish ball mee pok, dry","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (450g),Main,,Meat,Fish,3,60.3,13.5,31.05,4.95,0.05,481.5,2551.5,276.91,62.00,142.59,481.50
Fish ball noodles dry,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (420g),Main,,Meat,Fish,3,70.56,10.5,24.78,5.04,#N/A,474.6,2112.6,316.40,47.08,111.12,474.60
Fish ball noodles soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (775g),Main,,Meat,Fish,3,73.86,10.77,32.63,2.48,#N/A,523.51,3802.15,329.75,48.08,145.68,523.51
Fish bee hoon without milk,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (651g),Main,,Meat,Fish,3,45.44,7.23,21.16,3.19,#N/A,331.36,1341.06,203.94,32.45,94.97,331.36
Fish head ban mian soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (858g),Main,,Meat,Fish,3,81.54,29.65,60.79,12.03,#N/A,833.56,2550.11,395.21,143.71,294.64,833.56
Fish head bee hoon,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (557g),Main,,Meat,Fish,3,48.63,24.51,24.51,1.28,#N/A,511.83,691.79,254.89,128.47,128.47,511.83
Fish porridge,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (559g),Main,,Meat,Fish,3,32.42,2.8,13.98,0.01,#N/A,210.74,1347.19,138.87,11.99,59.88,210.74
"Fish sandwich platter, Long John Silver's",FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (1g),Main,LongJohnSilver,Meat,Fish,3,0.21,0.11,0.08,0,#N/A,2.1,3.51,1.10,0.58,0.42,2.10
"French fries, large, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Packet (140g),Side,McDonalds,SideDish,Snacks,27,55.01,21.99,5.6,5,0.07,441,350,293.70,117.40,29.90,441.00
"French fries, large, salted, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Packet (144g),Side,BurgerKing,SideDish,Snacks,27,53.54,25.06,5.76,4.18,4.64,476.64,419.04,302.50,141.59,32.54,476.64
"French fries, medium, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Packet (116g),Side,McDonalds,SideDish,Snacks,27,47,19,3.48,4,#N/A,373.52,290,252.67,102.14,18.71,373.52
"French fries, medium, salted, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Packet (103g),Side,BurgerKing,SideDish,Snacks,27,38.3,17.92,4.12,2.99,0.07,340.93,311.06,216.40,101.25,23.28,340.93
"French fries, regular, KFC",FAST FOODS,All fast food outlets in alphabetical order,Packet (85g),Side,KFC,SideDish,Snacks,27,32.5,14.6,3.4,3.74,0.06,273.7,62.05,176.14,79.13,18.43,273.70
"French fries, small, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Packet (70g),Side,McDonalds,SideDish,Snacks,27,30,12,2.8,2,0.04,238.7,189.7,159.84,63.94,14.92,238.70
"French fries, small, salted, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Packet (63g),Side,BurgerKing,SideDish,Snacks,27,23.42,10.96,2.52,1.83,2.03,208.53,198.45,132.35,61.94,14.24,208.53
Fresh apple juice,BEVERAGES,Non-alcoholic beverages,Cup (401g),Drink,,Drinks,Fruits/Juice,26,20.05,0,1.2,0.4,0,84.21,17.88,79.45,0.00,4.76,84.21
Fresh orange juice,BEVERAGES,Non-alcoholic beverages,Cup (408g),Drink,,Drinks,Fruits/Juice,26,13.87,0,0.82,0,0,57.12,6.9,53.93,0.00,3.19,57.12
Fried bee hoon with chicken and egg,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (284g),Main,,Meat,Noodles,12,46.41,10.93,21.3,4.91,#N/A,369.2,346.76,217.89,51.31,100.00,369.20
"Fried bee hoon, with soya gravy","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (571g),Main,,Meat,Noodles,12,93.61,19.05,24.76,6.67,#N/A,645,1318.82,439.37,89.41,116.21,645.00
Fried ebi and teriyaki chicken bento set (tested on fried ebi only),FISH AND FISH PRODUCTS,Shellfish and roe (eg all bivalves),Plate-23cm (495g),Main,,Meat,Chicken,4,125.24,105.29,36.14,6.44,200,1593.9,1767.15,748.57,629.32,216.01,1593.90
Fried egg with oysters,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Fish and seafood based dishes,Plate-20cm (222.63g),Side,,Meat,Seafood,23,7.95,46.84,20.53,1.65,#N/A,535.45,658.78,56.52,332.99,145.95,535.45
Fried fish porridge,CEREAL AND CEREAL PRODUCTS,Grains and flours,Bowl-soup (16 and 1/2 cm) (865g),Main,,Meat,Fish,3,64.88,19.98,38.93,4.33,170,596.85,2958.3,312.82,96.33,187.70,596.85
Fried hong kong egg noodles,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (408g),Main,,Meat,Noodles,12,62.83,37.13,26.93,8.16,#N/A,693.6,1562.64,343.44,202.96,147.20,693.60
Fried mee siam,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (450g),Main,,Meat,Noodles,12,82.8,25.65,17.55,7.2,0.09,630,1278,414.00,128.25,87.75,630.00
Fried rice with egg,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-20cm (250g),Main,,Meat,Rice,11,60,15.5,12.5,0.75,#N/A,430,1202.5,293.18,75.74,61.08,430.00
Fried rice with ham and vegetables,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (250g),Main,,Meat,Rice,11,63.45,11.18,10.33,3.1,0,395.75,453.25,295.55,52.08,48.12,395.75
Fried rice with lap cheong and salted fish,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-rice (11and 1/2 cm) (250g),Main,,Meat,Rice,11,81.25,23,16,2.25,#N/A,595,1590,402.03,113.80,79.17,595.00
Fried vegetarian kway teow,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (330g),Main,,Meat,Noodles,12,91.74,17.42,20.43,3.99,#N/A,605.55,1699.5,428.68,81.40,95.47,605.55
"Froot loops, kelloggs",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Cup (28g),Breakfast,,Meat,Cereal,20,24.08,1.2,1.6,0.22,#N/A,108.88,139.16,97.54,4.86,6.48,108.88
Fruit punch,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),Drink,,Drinks,Fruits/Juice,26,30.5,0.5,0.25,0.25,#N/A,125,12.5,122.00,2.00,1.00,125.00
Full cream milk,MILK AND MILK PRODUCTS,Milks,Cup (256g),Drink,,Drinks,Milk,16,11.78,8.7,8.19,0,0,166.43,171.52,68.38,50.50,47.54,166.43
"Garlic bread, Pizza Hut (NNS)",FAST FOODS,All fast food outlets in alphabetical order,Whole (70g),Main,PizzaHut,Meat,Bread,10,28.21,8.54,6.02,2.31,#N/A,218.4,447.3,144.05,43.61,30.74,218.40
Ginger ale,BEVERAGES,Non-alcoholic beverages,Can (330g),Drink,,Drinks,Cold Drinks,2,28.71,0,0,0,#N/A,111.21,23.1,111.21,0.00,0.00,111.21
Golden kiwi,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Piece (83g),Side,,Drinks,Fruits/Juice,26,9.28,0.07,0.95,1.46,#N/A,41.63,4.38,37.51,0.28,3.84,41.63
"Granola, quaker, oat and honey",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Half Cup (48g),Breakfast,,Meat,Cereal,20,31,9,5,3,#N/A,220,20,151.56,44.00,24.44,220.00
Grass jelly drink,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Glass (250ml) (231g),Drink,,Drinks,Cold Drinks,2,13.86,0,0,1.16,0,55.44,53.13,55.44,0.00,0.00,55.44
Green bean soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-soup (16 and 1/2 cm) (429.45g),Side,,SideDish,Dessert,24,40.37,1.72,14.6,10.74,#N/A,236.2,4.29,168.20,7.17,60.83,236.20
Green tea (no sugar),BEVERAGES,Non-alcoholic beverages,Cup (250g),Drink,,Drinks,Cold Drinks,2,0.5,0,0.5,0,#N/A,5,7.5,2.50,0.00,2.50,5.00
Green tea drink,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),Drink,,Drinks,Cold Drinks,2,8.75,0,0,0,#N/A,35,7.5,35.00,0.00,0.00,35.00
Green tea frappuccino,BEVERAGES,Non-alcoholic beverages,Cup (500g),Drink,,Drinks,Cold Drinks,2,34.7,8.8,8.3,0,#N/A,244.55,122.4,163.82,41.55,39.18,244.55
Green tea frappuccino with whipped cream,BEVERAGES,Non-alcoholic beverages,Cup (500g),Drink,,Drinks,Cold Drinks,2,34.55,11.45,8.45,0,0.15,268.25,124.4,170.21,56.41,41.63,268.25
Green tea mochi,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Stick (48g),Drink,,Drinks,Cold Drinks,2,24.58,0.24,1.78,0.38,#N/A,107.52,70.56,99.35,0.97,7.19,107.52
Green wanton noodles dry,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (367g),Main,,Meat,Noodles,12,46.61,24.59,18.72,5.14,#N/A,480.77,1768.94,249.21,131.47,100.09,480.77
Grilled salmon with potato & broccolli,FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (490g),Main,,Meat,Fish,3,31.02,12.15,44,#N/A,#N/A,416.01,666.99,148.04,57.98,209.99,416.01
Guava juice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Cup (291g),Drink,,Drinks,Fruits/Juice,26,12.51,0.29,2.62,1.16,#N/A,64.02,64.02,51.94,1.20,10.88,64.02
Guava nectar juice,BEVERAGES,Non-alcoholic beverages,Mug (214g),Drink,,Drinks,Fruits/Juice,26,28.46,0.21,0.21,1.71,#N/A,111.28,6.42,109.66,0.81,0.81,111.28
"Ham Salad, Subway",FAST FOODS,All fast food outlets in alphabetical order,Bowl-dessert (15 cm) (344g),Main,Subway,Meat,Pork,6,13,2.99,10.32,3.99,#N/A,113.52,860,56.09,12.90,44.53,113.52
"Hamburger, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (123g),Main,BurgerKing,Meat,Pork,6,30.89,14.97,17.22,2.46,0.1,338.25,559.65,165.64,80.27,92.34,338.25
"Hamburger, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Whole (104g),Main,McDonalds,Meat,Pork,6,35.02,8.49,12.48,3.18,0.54,264.16,509.6,165.22,40.06,58.88,264.16
"Hash Brown, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Packet (71g),Side,BurgerKing,SideDish,Snacks,27,20.95,15.37,2.13,1.92,#N/A,232.17,448.72,126.50,92.81,12.86,232.17
Hashima dessert,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-rice (11and 1/2 cm) (175g),Side,,SideDish,Dessert,24,15.63,0.21,0.44,0.93,#N/A,66.15,18.9,63.51,0.85,1.79,66.15
Herbal duck soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-soup (16 and 1/2 cm) (433g),Side,,SideDish,Soup,21,0.41,7.73,27.27,2.04,#N/A,179.09,789.62,2.07,39.10,137.92,179.09
Herbal jelly with sugar syrup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Plate-20cm (237g),Side,,SideDish,Dessert,24,17.4,0,0.31,0,#N/A,70.86,20.15,69.62,0.00,1.24,70.86
Herbal tonic chicken soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Bowl-dessert (15 cm) (420g),Side,,SideDish,Soup,21,6.21,8.77,20.46,0.37,#N/A,186.89,909.85,32.75,46.25,107.89,186.89
Hokkien mee,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (442g),Main,,Meat,Noodles,12,69.39,19.01,18.12,4.42,#N/A,521.56,1423.24,339.76,93.08,88.72,521.56
"Honey Mustard Sauce, Fat Free, Subway",FAST FOODS,All fast food outlets in alphabetical order,Dessertspoon (21g),Sauce,Subway,SideDish,Dessert,24,7,0,0,0,#N/A,30.03,115.08,30.03,0.00,0.00,30.03
Honey dew,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Slice (200g),Side,,Drinks,Fruits/Juice,26,18.18,0.28,1.08,1.6,#N/A,72,36,66.99,1.03,3.98,72.00
"Honey smacks, kelloggs",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,1 portion (25g),Breakfast,,Meat,Cereal,20,21.9,0.5,1.63,0.88,#N/A,95,47,86.58,1.98,6.44,95.00
Honeydew juice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Cup (277g),Drink,,Drinks,Fruits/Juice,26,22.99,0.28,2.49,0.55,#N/A,105.26,130.19,93.94,1.14,10.17,105.26
Honeydew milkshake,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Glass (250ml) (350g),Drink,,Drinks,Fruits/Juice,26,10.5,4.2,3.15,0.7,#N/A,91,45.5,53.53,21.41,16.06,91.00
"Hong Kong wanton noodles, dry","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (335g),Main,,Meat,Noodles,12,46.9,23.12,26.8,2.01,#N/A,502.5,1541,243.41,119.99,139.09,502.50
Horlick dinosaur,BEVERAGES,Non-alcoholic beverages,Mug (450g),Drink,,Drinks,Cold Drinks,2,78.62,8.78,13.86,0.09,0.05,449.42,168.21,348.94,38.97,61.51,449.42
Hot and spicy beef noodles soup,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (279g),Main,,Meat,Noodles,12,8.54,4.32,19.36,4.99,#N/A,150.38,967.29,39.86,20.16,90.36,150.38
Hot chocolate,BEVERAGES,Non-alcoholic beverages,Cup (500g),Drink,,Drinks,Hot Drinks,1,34.65,19.95,19.95,5.4,#N/A,422.75,250.5,196.49,113.13,113.13,422.75
Hot chocolate with whipped cream,BEVERAGES,Non-alcoholic beverages,Cup (500g),Drink,,Drinks,Hot Drinks,1,34.3,25.3,21,5.4,0.3,467,250,198.74,146.59,121.67,467.00
"Hotcakes with butter and honey, McDonalds",FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (222g),Main,McDonalds,SideDish,Dessert,24,58.01,7.99,8.88,2,#N/A,344.1,539.46,266.58,36.72,40.81,344.10
"Hotcakes with sausage, McDonalds",FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (264g),Main,McDonalds,SideDish,Dessert,24,60.01,13.99,15.84,3.01,#N/A,432.96,950.4,289.20,67.42,76.34,432.96
Hotplate venison,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Meat based dishes,Plate-23cm (304g),Main,,Not Sure,Not Sure,29,7.9,27.36,31.92,4.86,#N/A,404.32,1489.6,47.55,164.67,192.11,404.32
"Ice cream, sundae, hot fudge, McDonalds'",FAST FOODS,All fast food outlets in alphabetical order,Cup (165g),Side,McDonalds,SideDish,Dessert,24,54.99,10,6.6,6.01,#N/A,333.3,179.85,256.02,46.56,30.73,333.30
"Ice cream, sundae, strawberry, McDonalds'",FAST FOODS,All fast food outlets in alphabetical order,Cup (165g),Side,McDonalds,SideDish,Dessert,24,51,7,3.3,5,0.37,283.8,90.75,236.11,32.41,15.28,283.80
"Ice jackfruit, with selashi","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-soup (16 and 1/2 cm) (331g),Side,,SideDish,Dessert,24,29.93,7.65,1.66,3.48,#N/A,195.29,49.65,148.96,38.07,8.26,195.29
"Ice kacang, less sweet","SUGARS, SWEETS AND CONFECTIONERY","Desserts (puddings, mousses)",Bowl-dessert (15 cm) (400g),Side,,SideDish,Dessert,24,35.6,1.2,4.8,10.4,#N/A,172,108,147.19,4.96,19.85,172.00
Ice kachang,"SUGARS, SWEETS AND CONFECTIONERY","Desserts (puddings, mousses)",Bowl-dessert (15 cm) (406g),Side,,SideDish,Dessert,24,54.81,1.62,5.68,3.65,40,255.78,152.66,225.72,6.67,23.39,255.78
Ice sea coconut,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-soup (16 and 1/2 cm) (250g),Side,,SideDish,Dessert,24,34.23,0,0.48,0.98,#N/A,138.23,12.85,136.32,0.00,1.91,138.23
Ice soursop,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-dessert (15 cm) (299g),Side,,SideDish,Dessert,24,46.65,1.41,0.75,1.61,#N/A,202.12,25.12,193.18,5.84,3.11,202.12
Ice sweetcorn,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Bowl-soup (16 and 1/2 cm) (292g),Side,,SideDish,Dessert,24,21.99,7.12,3.1,6.77,#N/A,164.4,192.72,112.24,36.34,15.82,164.40
Ice teh o limau,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),Drink,,Drinks,Cold Drinks,2,17.85,0.4,0.53,1.5,#N/A,76.88,2,73.07,1.64,2.17,76.88
Ice teh o longan,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),Drink,,Drinks,Cold Drinks,2,18.6,0.03,0.2,0.35,#N/A,74.35,2,73.44,0.12,0.79,74.35
Ice teh o lychee,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),Drink,,Drinks,Cold Drinks,2,18.6,0.3,0.2,0.35,#N/A,74.2,2,72.26,1.17,0.78,74.20
Iced lemon tea,BEVERAGES,Non-alcoholic beverages,Cup (259g),Drink,,Drinks,Cold Drinks,2,22.02,0,0.26,0,#N/A,87.28,7.77,86.26,0.00,1.02,87.28
Indian style bee hoon goreng,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (281.46g),Main,,Meat,Noodles,12,56.57,23.64,14.92,5.07,#N/A,501,1148.36,297.92,124.50,78.58,501.00
Ipoh hor fun,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-23cm (449g),Main,,Meat,Noodles,12,66,13.92,15.72,6.74,#N/A,453.49,1638.85,312.95,66.00,74.54,453.49
Isotonic drink (HCS),HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Beverages and sweetened drinks,Can (330g),Drink,,Drinks,Cold Drinks,2,20.79,0,0,0,0,82.5,122.1,82.50,0.00,0.00,82.50
Jackfruit,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Seed (23.4g),Side,,Drinks,Fruits/Juice,26,3.86,0.06,0.37,0.45,#N/A,17.52,3.74,15.76,0.25,1.51,17.52
Japanese shio ramen,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-soup (16 and 1/2 cm) (676g),Main,,Meat,Noodles,12,59.49,25.49,39.21,2.03,270,621.92,3136.64,297.91,127.65,196.36,621.92
Japanese shoyu ramen,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-soup (16 and 1/2 cm) (659g),Main,,Meat,Noodles,12,61.29,27.88,33.61,1.32,70,632.64,3123.66,315.80,143.66,173.18,632.64
"Juice, grape",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (266g),Drink,,Drinks,Fruits/Juice,26,35.64,0,0.53,0,#N/A,140.63,34.58,138.57,0.00,2.06,140.63
"Juice, grape, unsweetened",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (253g),Drink,,Drinks,Fruits/Juice,26,29.6,0.25,0.76,0,#N/A,118.52,17.71,114.61,0.97,2.94,118.52
"Juice, grapefruit, commercial, no added sugar",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (259g),Drink,,Drinks,Fruits/Juice,26,16.06,0.26,1.3,0.26,#N/A,77.38,12.95,70.53,1.14,5.71,77.38
"Juice, lemon",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (244g),Drink,,Drinks,Fruits/Juice,26,11.22,0.49,1.71,0.24,#N/A,54.29,7.32,45.39,1.98,6.92,54.29
"Juice, lemon, canned or bottled",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (244g),Drink,,Drinks,Fruits/Juice,26,15.86,0.73,0.98,0,#N/A,51.24,51.24,46.25,2.13,2.86,51.24
"Juice, orange and mango",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Cup (260g),Drink,,Drinks,Fruits/Juice,26,20.8,0.26,1.56,0.78,#N/A,94.54,7.8,86.93,1.09,6.52,94.54
"Juice, orange, commercial",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Glass (250ml) (262g),Drink,,Drinks,Fruits/Juice,26,22.01,0,1.57,0.26,#N/A,94.32,7.86,88.04,0.00,6.28,94.32
"Juice, orange, commercial, no added sugar",FRUIT AND FRUIT PRODUCTS,"Processed fruits (canned, pickled, juices etc)",Glass (250ml) (260g),Drink,,Drinks,Fruits/Juice,26,19.24,0.26,1.56,0.26,#N/A,88.4,15.6,80.76,1.09,6.55,88.40
